vid,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
0_00_06_500001609395974-yase,59.2222,1920,1080,yuv420p,30.0,240,8,4306513
0_00_06_500001613528076-yase,58.6857,3840,1920,yuv420p,30.0,240,8,3623802
0_00_06_500001615600877-yase,34.1549,1280,720,yuv420p,30.060120240480963,241,8,2883886
0_00_07_1601214888-yase,53.3996,3840,2160,yuv420p,30.0,240,8,8984735
0_00_07_1601245128-yase,74.9587,1080,1920,yuv420p,25.0,200,8,3544791
0_00_07_1602259654-yase,36.0862,3840,2160,yuv420p,30.0,240,8,6138038
0_00_07_1602707426-yase,56.222,1920,1080,yuv420p,60.0,480,8,8355089
0_00_07_1604853565-yase,24.4896,852,480,yuv420p,25.0,200,8,522804
0_00_07_1605158135-yase,66.685,1088,1920,yuv420p,22.0,176,8,2548874
0_00_07_1606723250-yase,69.074,2160,3840,yuv420p,60.0,480,8,8705752
0_00_07_1607973847-yase,25.9786,1920,1080,yuv420p,25.0,200,8,2468315
0_00_07_1608133723-yase,62.181,1778,1080,yuv420p,30.0,240,8,593742
0_00_07_1608686074-yase,56.1329,3844,2160,yuv420p,30.0,240,8,373592
0_00_07_1609402656-yase,65.0915,720,1280,yuv420p,30.0,240,8,2095809
0_00_07_1610456877-yase,63.0929,1080,1920,yuv420p,60.0,480,8,4366733
0_00_07_1610509075-yase,40.0201,560,996,yuv420p,60.0,480,8,896915
0_00_07_1611672535-yase,48.8124,1280,720,yuv420p,30.0,240,8,1517946
0_00_07_1611748374-yase,63.8741,1080,2400,yuv420p,24.25,194,8,5792017
0_00_07_1612752979-yase,41.2699,960,720,yuv420p,30.0,240,8,758673
0_00_07_1613202975-yase,31.8617,1052,592,yuv420p,39.0,312,8,581056
0_00_07_1614670104-yase,62.0364,720,1280,yuv420p,30.0,240,8,1215897
0_00_07_1615684246-yase,41.2564,1080,1524,yuv420p,30.0,240,8,3249884
0_00_07_1616137116-yase,25.8896,1080,1920,yuv420p,30.0,240,8,2179093
0_00_07_1616838104-yase,52.0133,1080,1920,yuv420p,29.609915147705845,237,8,4267811
0_00_07_1616924456-yase,63.9026,1080,1440,yuv420p,30.0,240,8,2964438
0_00_07_1621959342-yase,33.4475,1280,720,yuv420p,30.0,240,8,921788
0_00_07_500001604183347-yase,36.4614,1920,1080,yuvj420p,29.850746268656717,239,8,9152363
0_00_07_500001606201507-yase,42.4766,720,1280,yuv420p,30.0,240,8,1112413
0_00_07_500001608198521-yase,62.5487,2160,2160,yuv420p,30.0,240,8,3313290
0_00_07_500001608547245-yase,40.4134,720,1280,yuv420p,30.0,240,8,2973520
0_00_07_500001609301013-yase,42.2225,576,1124,yuv420p,30.0,240,8,3261228
0_00_07_500001611823509-yase,52.9569,1088,1920,yuv420p,22.0,176,8,2864026
0_00_07_500001613111174-yase,42.16,960,544,yuv420p,27.0,216,8,844095
0_00_07_500001614680772-yase,49.5232,1920,1080,yuv420p,30.0,240,8,7967476
0_00_07_500001616570425-yase,64.4654,3840,2160,yuv420p,60.0,480,8,61834176
0_00_07_500001617683764-yase,23.8667,1896,1080,yuv420p,30.0,240,8,1889029
0_00_07_500001619585970-yase,50.1172,1280,590,yuv420p,51.0,408,8,1307411
0_00_08_25600786675-yase,44.9401,2560,1440,yuv420p,60.0,480,8,3841267
0_00_08_25640244825-yase,69.4033,1080,1920,yuv420p,30.0,240,8,1880575
0_00_08_25651844005-yase,61.5563,1920,1080,yuv420p,25.0,200,8,8586984
0_00_08_25664495045-yase,23.1201,1280,720,yuv420p,30.0,240,8,1215508
0_00_08_25670648076-yase,41.39,1440,1080,yuv420p,24.0,192,8,2265101
0_00_08_25677599449-yase,40.5428,1264,720,yuv420p,30.0,239,8,1421445
0_00_08_25681790286-yase,62.2844,1088,1920,yuv420p,22.0,176,8,4177686
0_00_08_25682185836-yase,39.1168,1280,720,yuv420p,25.0,200,8,1580197
0_00_08_25696731447-yase,61.6119,1920,1080,yuv420p,30.0,240,8,6393462
0_00_08_25699485510-yase,38.7702,1920,1080,yuv420p,30.0,240,8,8455866
0_00_08_25708069860-yase,42.3186,1920,1080,yuv420p,30.0,240,8,4197313
0_00_08_25716852747-yase,44.4156,1920,1080,yuv420p,60.0,480,8,3796666
0_00_08_25740970501-yase,26.8824,920,630,yuv420p,59.94005994005994,480,8,1340099
0_00_08_25742804466-yase,29.7888,1920,1080,yuv420p,50.0,400,8,6135339
0_00_08_25754667228-yase,58.0539,720,1280,yuv420p,30.0,240,8,2464364
0_00_08_25770790480-yase,60.564,1080,1440,yuv420p,30.0,240,8,390453
0_00_08_25779768473-yase,66.0768,1080,1920,yuv420p,30.0,240,8,6189235
0_00_08_25807358493-yase,54.8096,1080,1920,yuv420p,30.0,240,8,1667287
0_00_08_25820465488-yase,38.4786,1080,1440,yuv420p,30.0,240,8,3525412
0_00_08_25830230660-yase,31.7214,704,566,yuvj420p,30.0,240,8,219063
0_00_08_25847795520-yase,76.9088,1920,1080,yuv420p,12.0,96,8,1239074
0_00_08_25854938214-yase,57.7909,1920,1080,yuv420p,30.0,240,8,1995982
0_00_08_25855264602-yase,26.7474,1080,1920,yuv420p,30.0,240,8,3320842
0_00_08_25862734443-yase,45.7565,1920,1080,yuv420p,30.0,240,8,758114
0_00_08_25876368761-yase,20.8856,1920,1080,yuv420p,30.0,240,8,3405699
0_00_08_25902448826-yase,73.3247,1280,720,yuv420p,24.0,192,8,714787
0_00_08_25915690243-yase,70.8564,1080,1920,yuv420p,29.97002997002997,240,8,811701
0_00_08_25919622919-yase,34.2553,720,1280,yuv420p,24.0,192,8,1872711
0_01_00_1411519387,38.6445,1440,1080,yuv420p,30.0,240,8,5667152
0_01_00_1468614715,54.1768,1728,1080,yuv420p,60.0,480,8,11804144
0_01_00_1479008916,54.8314,1440,1080,yuv420p,42.0,336,8,22469963
0_01_00_1507983200,39.7363,1760,1200,yuv420p,59.94005994005994,482,8,11967250
0_01_00_1522132626,70.8481,1920,1080,yuv420p,60.0,481,8,17122029
0_01_00_1522352463,42.1618,1280,720,yuv420p,27.0,216,8,984478
0_01_00_1523100673,54.1327,1920,1080,yuv420p,30.0,241,8,12445832
0_01_00_1523229437,54.957,1920,1080,yuv420p,60.0,481,8,19972651
0_01_00_1523442867,41.2069,1920,1080,yuv420p,30.0,241,8,10690542
0_01_00_1525536852,33.5391,1920,1080,yuv420p,30.0,240,8,20080511
0_01_00_1525706124,57.2605,1920,1080,yuv420p,60.0,480,8,18687456
0_01_00_1525932879,39.8081,1414,1080,yuv420p,60.0,481,8,3018635
0_01_00_1525980121,58.4362,2850,2160,yuv420p,60.0,411,8,52893528
0_01_00_1526150605,59.3917,1920,1080,yuv420p,60.0,481,8,16290244
0_01_00_1526422470,43.9313,1920,1080,yuv420p,60.0,480,0,17723832
0_01_00_1526464606,48.2621,2560,1440,yuv420p,60.0,481,8,11332753
0_01_00_1527121411,51.4802,1440,1080,yuv420p,60.0,481,8,18038489
0_01_00_1531234424,32.2763,1924,1080,yuv420p,30.0,241,8,8592643
0_01_00_1531413704,56.2945,1920,886,yuv420p,60.0,480,8,22553458
0_01_00_1531518798,55.9724,2560,1440,yuv420p,59.94005994005994,480,8,19096115
0_01_00_1532325496,72.338,2560,1440,yuv420p,60.0,480,8,17562541
0_01_00_1533658810,70.5059,2560,1080,yuv420p,24.0,192,8,52129681
0_01_00_1534601997,68.7577,1920,1080,yuv420p,60.0,480,8,52210369
0_01_00_1536112558,67.5108,3840,2160,yuv420p,30.0,241,8,19505252
0_01_00_1536158608,36.3071,1920,1080,yuv420p,60.0,481,8,5984747
0_01_00_1536987014,47.1547,1920,1080,yuv420p,60.0,480,0,6015310
0_01_00_1537332653,58.7097,1920,1080,yuv420p,60.0,481,8,12330871
0_01_00_1538107921,60.2473,1920,1080,yuv420p,60.0,481,0,10648522
0_01_00_1538131157,53.4717,1920,1080,yuv420p,60.0,480,8,10525482
0_01_00_1538168954,62.4639,1920,1080,yuv420p,60.0,481,8,14733682
0_01_00_1539783330,54.6076,1920,1080,yuv420p,60.0,481,8,2096716
0_01_00_1540385580,62.5661,1920,888,yuv420p,30.0,240,0,12447303
0_01_00_1540984845,54.8711,1920,1080,yuv420p,60.0,480,8,23706662
0_01_00_1542606402,47.8464,1920,1080,yuv420p,30.0,240,8,15416723
0_01_00_1543273791,62.6162,1600,1920,yuv420p,60.0,481,8,19447776
0_01_00_1543448555,72.9868,3840,2160,yuv420p,60.0,481,8,8209685
0_01_00_1543692720,71.1244,3840,2160,yuv420p,60.0,481,8,52788231
0_01_00_1544079749,71.4753,2560,1080,yuv420p,30.0,240,8,29937921
0_01_00_1544585491,55.6718,1920,1080,yuv420p,60.0,480,8,23631178
0_01_00_1544620575,54.2629,2560,1440,yuv420p,24.0,192,8,54913071
0_01_00_1546232501,58.5546,2048,1152,yuv420p,24.0,193,8,19919906
0_01_00_500001545121183,30.854,1920,1080,yuv420p,30.0,241,8,9413301
0_01_05_1589168145-yase,41.0581,1918,1080,yuv420p,60.0,480,8,8409182
0_01_05_1598572269-yase,34.9378,1288,1080,yuv420p,30.0,240,8,2225199
0_01_05_1601975071-yase,56.1688,1918,1080,yuv420p,30.0,240,8,866213
0_01_05_1602136116-yase,46.9036,1920,1080,yuv420p,60.0,480,8,2725949
0_01_05_1603551922-yase,51.1314,1920,1080,yuv420p,30.0,240,8,4575032
0_01_05_1604096379-yase,56.8543,1920,1080,yuv420p,30.0,240,8,2487098
0_01_05_1605470037-yase,63.2262,1920,1080,yuv420p,60.0,480,8,4252496
0_01_05_1606877577-yase,45.1908,1920,1080,yuv420p,30.0,240,8,4759828
0_01_05_1607482679-yase,27.5859,1920,1080,yuv420p,60.0,480,8,3773736
0_01_05_1611506545-yase,60.2126,1280,720,yuv420p,30.0,240,8,232377
0_01_05_1615493008-yase,56.152,1920,1080,yuv420p,50.0,400,8,12925141
0_01_05_1619621138-yase,59.6864,1920,1080,yuv420p,60.0,480,8,3105890
0_01_05_500001604146736-yase,28.6274,1280,720,yuv420p,25.0,200,8,1484886
0_01_05_500001609283374-yase,54.5486,1920,1080,yuv420p,30.0,240,8,6619051
0_01_05_500001611085311-yase,46.3834,1584,720,yuv420p,34.12800599653483,274,8,4013812
0_01_05_500001612477830-yase,48.3058,1440,720,yuv420p,30.0,240,8,2658714
0_01_05_500001619631093-yase,59.0761,1080,1920,yuv420p,30.0,240,8,1447919
0_01_06_1601104794-yase,58.0037,1440,720,yuv420p,30.0,240,8,2387139
0_01_06_1601210722-yase,35.8331,2092,1440,yuv420p,30.0,240,8,3314843
0_01_06_1601615096-yase,55.4942,1920,1080,yuv420p,60.0,480,8,1515963
0_01_06_1602988791-yase,51.8659,1728,1080,yuvj420p,30.0,240,8,3350437
0_01_06_1604248056-yase,60.7272,1920,1080,yuv420p,30.0,240,8,2428525
0_01_06_1604248872-yase,20.7398,960,480,yuv420p,30.0,240,8,589720
0_01_06_1605701907-yase,55.2287,1920,1080,yuv420p,60.0,480,8,7183039
0_01_06_1606311967-yase,53.4214,2560,1440,yuv420p,30.0,240,8,4471523
0_01_06_1607143014-yase,57.2233,1920,1080,yuv420p,29.97002997002997,240,8,3593298
0_01_06_1608009929-yase,63.8534,1920,1080,yuv420p,60.0,480,8,7329410
0_01_06_1608081159-yase,53.2952,3840,2160,yuv420p,60.0,480,8,32487678
0_01_06_1608137738-yase,58.8198,1920,1080,yuv420p,60.0,480,8,8638217
0_01_06_1609583538-yase,42.0776,1280,720,yuv420p,30.0,240,8,569267
0_01_06_1609674901-yase,66.2321,1080,2400,yuv420p,30.0,240,8,2495105
0_01_06_1610537935-yase,41.1861,1268,720,yuv420p,30.0,240,8,3398444
0_01_06_1610753585-yase,63.8604,1920,1080,yuv420p,60.0,480,8,2442317
0_01_06_1611827399-yase,65.1954,1440,720,yuv420p,30.0,240,8,2206165
0_01_06_1612052525-yase,60.9808,3840,2160,yuv420p,60.0,480,8,4722522
0_01_06_1612469938-yase,69.0093,1920,1080,yuv420p,60.0,480,8,7621627
0_01_06_1613486404-yase,66.6304,1920,1080,yuv420p,60.0,480,8,2888275
0_01_06_1618616317-yase,48.0336,1920,1080,yuv420p,59.999999658800114,480,8,12388595
0_01_06_500001603051070-yase,67.329,1272,824,yuv420p,30.0,240,8,3015769
0_01_06_500001603167218-yase,21.4201,440,228,yuv420p,30.0,240,8,373894
0_01_06_500001605155700-yase,56.4243,1920,1080,yuv420p,30.0,240,8,287108
0_01_06_500001607324066-yase,71.5948,2544,1440,yuv420p,24.0,192,8,93064
0_01_06_500001608216293-yase,72.8692,1920,1080,yuvj420p,31.0,248,8,1416196
0_01_06_500001608227603-yase,66.5839,1080,1920,yuv420p,30.0,240,8,5692622
0_01_06_500001609654378-yase,30.4028,1918,1080,yuv420p,30.0,240,8,4314400
0_01_06_500001612355225-yase,34.8848,2160,1080,yuv420p,30.0,240,8,3878447
0_01_06_500001612464428-yase,58.8951,1440,720,yuv420p,30.0,240,8,204010
0_01_06_500001614627688-yase,35.2915,1920,1080,yuv420p,30.000000487012993,240,8,1971793
0_01_06_500001614690222-yase,28.8001,1280,720,yuv420p,30.0,240,8,2992913
0_01_06_500001615675717-yase,26.77,854,480,yuv420p,24.0,192,8,396003
0_01_06_500001616340447-yase,54.108,1920,1080,yuv420p,29.75,238,8,8391880
0_01_06_500001621202407-yase,66.4954,1920,1080,yuv420p,30.0,240,8,4935469
0_01_07_1602357166-yase,51.5089,1920,1080,yuv420p,30.0,240,8,320837
0_01_07_1602865873-yase,60.0691,2400,1080,yuv420p,60.0,480,8,7981223
0_01_07_1605245901-yase,55.968,2376,1080,yuv420p,30.0,240,8,601990
0_01_07_1605319148-yase,61.6175,1920,1080,yuv420p,59.94005994005994,480,8,2735304
0_01_07_1607532523-yase,58.1115,1920,1080,yuv420p,60.0,480,8,3532750
0_01_07_1608351296-yase,69.7829,1080,2408,yuv420p,30.0,240,8,1012962
0_01_07_1608578349-yase,67.3304,1080,1920,yuv420p,30.0,240,8,3454430
0_01_07_1609273431-yase,47.633,2160,1080,yuv420p,30.0,240,8,4879126
0_01_07_1610956385-yase,71.2583,1920,1080,yuv420p,30.0,240,8,1273442
0_01_07_1612516232-yase,44.9808,854,480,yuv420p,25.0,200,8,747368
0_01_07_1615652014-yase,59.7067,2560,1440,yuv420p,60.0,480,8,5430154
0_01_07_500001602140378-yase,48.5229,1280,576,yuv420p,30.0,240,8,1782274
0_01_07_500001603161930-yase,58.5787,2400,1080,yuv420p,64.46959191061742,516,8,6808622
0_01_07_500001605314582-yase,65.5568,576,1280,yuv420p,25.0,200,8,753557
0_01_07_500001606527878-yase,47.6465,1920,1080,yuv420p,30.0,240,8,5882803
0_01_07_500001607295410-yase,73.3544,3840,2160,yuv420p,60.0,480,8,20058481
0_01_07_500001607469313-yase,43.9087,1920,1080,yuv420p,59.94005994005994,480,8,2026452
0_01_07_500001608676991-yase,45.3783,1920,1080,yuv420p,30.0,240,8,5814279
0_01_07_500001610505355-yase,64.2447,1920,1080,yuv420p,60.0,480,8,1496033
0_01_07_500001611429518-yase,42.5348,1920,1080,yuv420p,30.0,240,8,4286384
0_01_07_500001611657186-yase,46.7077,608,1080,yuv420p,30.0,240,8,1124412
0_01_07_500001613491101-yase,51.4068,2400,1080,yuv420p,30.0,240,8,8278134
0_01_07_500001613590872-yase,53.1129,2160,1080,yuv420p,30.0,240,8,4764560
0_01_07_500001615370849-yase,54.1474,1440,720,yuv420p,30.0,240,8,1820235
0_01_07_500001615513523-yase,52.6461,1280,626,yuv420p,49.95638960703712,400,8,5239243
0_01_07_500001617856057-yase,72.2285,1920,1080,yuv420p,60.0,480,8,859693
0_01_07_500001618830588-yase,36.0454,2234,1080,yuv420p,30.0,240,8,5883188
0_01_08_25622483458-yase,63.5641,480,1080,yuv420p,60.0,480,8,1638837
0_01_08_25624844730-yase,40.626,1440,1080,yuv420p,30.0,240,8,9482526
0_01_08_25638607931-yase,59.8636,1920,1080,yuv420p,60.0,480,8,7697454
0_01_08_25645355535-yase,51.6048,1920,872,yuv420p,30.0,240,8,8903121
0_01_08_25650665456-yase,61.2349,1080,1920,yuv420p,60.0,480,8,3349782
0_01_08_25652364614-yase,62.7669,1920,1080,yuv420p,30.0,240,8,11768959
0_01_08_25656695995-yase,64.5045,2560,1440,yuv420p,60.0,480,8,15099085
0_01_08_25668949288-yase,42.6713,3840,2160,yuv420p,60.0,480,8,10007670
0_01_08_25670324885-yase,76.9856,1440,3200,yuv420p,61.740796834914846,494,8,2395285
0_01_08_25684806294-yase,49.6104,1280,720,yuv420p,30.0,240,8,2037312
0_01_08_25695029200-yase,73.259,1920,1080,yuv420p,30.0,240,8,1267781
0_01_08_25696208231-yase,61.2219,1920,1080,yuv420p,60.0,369,8,1077713
0_01_08_25697388153-yase,62.2188,1440,720,yuv420p,30.0,240,8,328426
0_01_08_25697976922-yase,66.7826,1920,1080,yuv420p,50.0,400,8,651725
0_01_08_25705054813-yase,45.2497,1280,576,yuv420p,38.74445066461835,310,8,188923
0_01_08_25706235782-yase,46.1545,1920,1080,yuv420p,60.0,480,8,766249
0_01_08_25709774646-yase,66.8374,1920,1080,yuv420p,55.0,440,8,15190117
0_01_08_25710954129-yase,63.7199,1920,1080,yuv420p,30.0,240,8,1627590
0_01_08_25711740124-yase,42.9071,1920,960,yuv420p,30.0,240,8,4077370
0_01_08_25712725177-yase,56.6537,1080,1920,yuv420p,30.0,240,8,3570359
0_01_08_25715016383-yase,38.6846,1920,1080,yuvj420p,60.0,480,8,10151853
0_01_08_25715082190-yase,55.5733,1920,1080,yuv420p,30.0,240,8,3671095
0_01_08_25715803729-yase,56.514,1920,1080,yuv420p,29.97002997002997,240,8,3752016
0_01_08_25727077901-yase,24.8302,640,360,yuv420p,10.0,80,8,488088
0_01_08_25728124494-yase,48.4416,1280,720,yuv420p,30.0,240,8,1934661
0_01_08_25730551398-yase,44.3268,1440,720,yuv420p,30.0,240,8,1545032
0_01_08_25740969400-yase,63.4715,3840,2160,yuv420p,60.0,480,8,3996201
0_01_08_25741493039-yase,56.0966,1920,886,yuv420p,55.0,440,8,4656400
0_01_08_25751457132-yase,53.7363,1920,1080,yuv420p,60.0,480,8,4385231
0_01_08_25754536956-yase,42.0242,1920,1080,yuv420p,30.0,240,8,3482186
0_01_08_25765022729-yase,53.3446,2560,1440,yuv420p,30.0,240,8,2471878
0_01_08_25772688605-yase,61.836,1080,1920,yuv420p,60.0,480,8,3068837
0_01_08_25774984852-yase,41.0031,1280,720,yuv420p,20.0,160,8,1528365
0_01_08_25789858541-yase,45.9654,1280,720,yuv420p,30.0,240,8,1393639
0_01_08_25793530329-yase,69.2241,1920,1080,yuv420p,60.0,480,8,10533285
0_01_08_25810897348-yase,62.418,2880,2160,yuv420p,60.0,480,8,24145993
0_01_08_25818039585-yase,53.892,1920,1080,yuv420p,60.0,480,8,10834777
0_01_08_25830425367-yase,64.8085,2560,1440,yuv420p,60.0,480,8,634510
0_01_08_25830622900-yase,48.5592,1920,1080,yuv420p,60.0,480,8,5345214
0_01_08_25848646627-yase,58.368,1920,1080,yuvj420p,60.0,480,8,7894420
0_01_08_25866865693-yase,69.387,2560,1440,yuv420p,60.0,480,8,10022034
0_01_08_25872762402-yase,56.426,2016,1080,yuv420p,60.0,480,8,8023383
0_01_08_25902845512-yase,61.6833,1920,888,yuv420p,30.0,240,8,3293112
0_01_08_25945048644-yase,59.1659,2346,1080,yuv420p,58.0,464,8,13348628
0_01_08_25956060874-yase,36.5091,1920,1080,yuv420p,30.0,240,8,165209
0_01_08_26006127839-yase,61.2934,1920,1080,yuv420p,59.94005994005994,480,8,6696793
0_02_00_1392314787,36.8168,1920,1080,yuv420p,30.0,242,8,1023199
0_02_00_1396673660,42.2482,1440,1080,yuv420p,30.0,240,8,3184416
0_02_00_1416692472,21.6659,3840,2160,yuv420p,60.0,481,8,17454923
0_02_00_1433983005,33.5036,1920,1080,yuv420p,25.0,200,8,5062146
0_02_00_1443312821,47.8923,1000,750,yuv420p,23.976023976023978,192,0,13048219
0_02_00_1446641747,28.0377,1920,1080,yuv420p,27.0,218,8,4994013
0_02_00_1467641053,34.6178,1556,720,yuv420p,28.0,226,8,1334260
0_02_00_1494650129,30.809,1920,1080,yuv420p,30.0,240,8,10475315
0_02_00_1494923012,41.8647,1920,1080,yuv420p,30.0,240,8,12527815
