vid,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
0_00_00_1546269485,42.1862,2160,3840,yuv420p,58.0,465,8,61788379
0_00_05_1586395153-yase,32.9623,1280,720,yuv420p,30.0,240,8,1083622
0_00_05_1602471821-yase,48.1524,1080,1440,yuv420p,30.0,240,8,3920404
0_00_05_1603354364-yase,36.4179,1920,1080,yuv420p,25.0,200,8,2414060
0_00_05_1604608049-yase,52.3816,1080,1920,yuv420p,50.0,400,8,1346485
0_00_05_1609285120-yase,44.07,1920,1080,yuv420p,30.0,240,8,3727663
0_00_05_1611428486-yase,48.9551,1280,720,yuv420p,30.0,240,8,1300034
0_00_05_1612410404-yase,58.2168,1080,1920,yuv420p,30.0,240,8,9564496
0_00_05_1613502823-yase,56.7542,1920,1080,yuv420p,60.0,480,8,5320217
0_00_05_1615458707-yase,52.4555,1080,1920,yuv420p,30.0,240,8,3620574
0_00_05_1615501144-yase,49.8566,1920,1080,yuv420p,25.0,200,8,2829852
0_00_05_1615742828-yase,44.0529,360,640,yuv420p,30.0,240,8,287101
0_00_05_1615945733-yase,40.5376,1920,1080,yuv420p,25.0,200,8,1452764
0_00_05_1618348510-yase,52.8668,1920,1080,yuv420p,60.0,480,8,6307478
0_00_05_500001600597236-yase,-1.64472,1440,1080,yuv420p,30.0,240,8,6614344
0_00_05_500001603158273-yase,34.9683,384,288,yuv420p,25.0,200,8,103386
0_00_05_500001607289106-yase,27.3488,1280,720,yuv420p,30.0,240,8,7142709
0_00_05_500001607319870-yase,29.0375,1920,1080,yuvj420p,30.0,240,8,9705453
0_00_05_500001608700571-yase,52.1226,720,1056,yuv420p,30.0,240,8,1660562
0_00_05_500001611681154-yase,57.3123,1080,1920,yuv420p,30.0,240,8,3705923
0_00_05_500001615565424-yase,35.3664,1080,1920,yuv420p,30.0,240,8,5384199
0_00_06_1601185800-yase,54.7782,720,1280,yuv420p,15.0,120,8,1397884
0_00_06_1601991692-yase,59.0544,1920,1080,yuv420p,59.94005994005994,480,8,2584286
0_00_06_1602654425-yase,47.9488,720,1280,yuv420p,30.0,240,8,1240900
0_00_06_1602871394-yase,58.584,1920,1080,yuv420p,60.0,480,8,7077345
0_00_06_1604157759-yase,28.2781,1280,720,yuv420p,30.0,240,8,1128890
0_00_06_1604745227-yase,63.4195,1080,1440,yuv420p,30.0,240,8,3990652
0_00_06_1605583468-yase,42.3905,1920,1080,yuv420p,25.0,200,8,557338
0_00_06_1606252453-yase,32.1497,1920,1080,yuv420p,50.0,400,8,18287501
0_00_06_1607691570-yase,59.9579,2560,1440,yuv420p,30.0,240,8,8309706
0_00_06_1607799726-yase,46.5307,480,852,yuv420p,20.0,160,8,593874
0_00_06_1608378127-yase,62.2251,1920,1080,yuv420p,30.0,240,8,5438955
0_00_06_1608522260-yase,57.9671,1080,1440,yuv420p,30.0,240,8,5679712
0_00_06_1608571613-yase,66.1428,1080,1920,yuv420p,30.0,240,8,3859556
0_00_06_1609716403-yase,51.12,720,1280,yuv420p,30.0,240,8,4179329
0_00_06_1610483362-yase,50.2209,528,960,yuv420p,30.0,240,8,321414
0_00_06_1611425690-yase,34.1869,1280,720,yuv420p,30.0,240,8,1022389
0_00_06_1612077139-yase,62.4596,1080,1920,yuv420p,50.0,400,8,25604561
0_00_06_1612542809-yase,23.3175,1440,1080,yuv420p,30.0,240,8,2047832
0_00_06_1612696362-yase,33.1252,1440,1080,yuv420p,30.0,240,8,810436
0_00_06_1613580809-yase,52.1726,854,476,yuv420p,29.0,232,8,549460
0_00_06_1615079878-yase,63.1818,1080,1920,yuv420p,60.0,480,8,8658668
0_00_06_1615642256-yase,47.4548,1920,1080,yuv420p,25.0,200,8,3078642
0_00_06_1617400920-yase,62.487,2160,3840,yuv420p,30.0,240,8,17736181
0_00_06_1620270450-yase,38.1143,1080,1920,yuv420p,30.0,240,8,1542623
0_00_06_500001601172475-yase,60.3309,2160,3840,yuv420p,30.0,240,8,6292261
0_00_06_500001606761834-yase,59.8127,1080,1920,yuv420p,30.0,240,8,3978683
0_00_06_500001607423613-yase,29.3124,1280,720,yuv420p,27.0,216,8,2003087
0_00_06_500001609349653-yase,40.1776,852,480,yuv420p,30.00003000003,241,8,320890
0_00_06_500001609381232-yase,54.9329,1080,1920,yuv420p,30.0,240,8,4853659
0_00_06_500001609395974-yase,55.7981,1920,1080,yuv420p,30.0,240,8,4306513
0_00_06_500001613528076-yase,56.0712,3840,1920,yuv420p,30.0,240,8,3623802
0_00_06_500001615600877-yase,27.1299,1280,720,yuv420p,30.060120240480963,241,8,2883886
0_00_07_1601214888-yase,44.82,3840,2160,yuv420p,30.0,240,8,8984735
0_00_07_1601245128-yase,69.2168,1080,1920,yuv420p,25.0,200,8,3544791
0_00_07_1602259654-yase,40.0594,3840,2160,yuv420p,30.0,240,8,6138038
0_00_07_1602707426-yase,50.888,1920,1080,yuv420p,60.0,480,8,8355089
0_00_07_1604853565-yase,46.6374,852,480,yuv420p,25.0,200,8,522804
0_00_07_1605158135-yase,57.4053,1088,1920,yuv420p,22.0,176,8,2548874
0_00_07_1606723250-yase,59.5392,2160,3840,yuv420p,60.0,480,8,8705752
0_00_07_1607973847-yase,35.3499,1920,1080,yuv420p,25.0,200,8,2468315
0_00_07_1608133723-yase,64.1373,1778,1080,yuv420p,30.0,240,8,593742
0_00_07_1608686074-yase,59.0679,3844,2160,yuv420p,30.0,240,8,373592
0_00_07_1609402656-yase,61.9787,720,1280,yuv420p,30.0,240,8,2095809
0_00_07_1610456877-yase,58.0843,1080,1920,yuv420p,60.0,480,8,4366733
0_00_07_1610509075-yase,22.5066,560,996,yuv420p,60.0,480,8,896915
0_00_07_1611672535-yase,50.3603,1280,720,yuv420p,30.0,240,8,1517946
0_00_07_1611748374-yase,56.5456,1080,2400,yuv420p,24.25,194,8,5792017
0_00_07_1612752979-yase,48.0451,960,720,yuv420p,30.0,240,8,758673
0_00_07_1613202975-yase,45.8773,1052,592,yuv420p,39.0,312,8,581056
0_00_07_1614670104-yase,58.6582,720,1280,yuv420p,30.0,240,8,1215897
0_00_07_1615684246-yase,48.5016,1080,1524,yuv420p,30.0,240,8,3249884
0_00_07_1616137116-yase,44.4831,1080,1920,yuv420p,30.0,240,8,2179093
0_00_07_1616838104-yase,44.98,1080,1920,yuv420p,29.609915147705845,237,8,4267811
0_00_07_1616924456-yase,62.3892,1080,1440,yuv420p,30.0,240,8,2964438
0_00_07_1621959342-yase,47.6169,1280,720,yuv420p,30.0,240,8,921788
0_00_07_500001604183347-yase,26.0056,1920,1080,yuvj420p,29.850746268656717,239,8,9152363
0_00_07_500001606201507-yase,36.1761,720,1280,yuv420p,30.0,240,8,1112413
0_00_07_500001608198521-yase,61.3143,2160,2160,yuv420p,30.0,240,8,3313290
0_00_07_500001608547245-yase,40.5058,720,1280,yuv420p,30.0,240,8,2973520
0_00_07_500001609301013-yase,48.0815,576,1124,yuv420p,30.0,240,8,3261228
0_00_07_500001611823509-yase,53.1326,1088,1920,yuv420p,22.0,176,8,2864026
0_00_07_500001613111174-yase,44.4656,960,544,yuv420p,27.0,216,8,844095
0_00_07_500001614680772-yase,51.7589,1920,1080,yuv420p,30.0,240,8,7967476
0_00_07_500001616570425-yase,57.1973,3840,2160,yuv420p,60.0,480,8,61834176
0_00_07_500001617683764-yase,38.6741,1896,1080,yuv420p,30.0,240,8,1889029
0_00_07_500001619585970-yase,50.8036,1280,590,yuv420p,51.0,408,8,1307411
0_00_08_25600786675-yase,47.5862,2560,1440,yuv420p,60.0,480,8,3841267
0_00_08_25640244825-yase,61.5104,1080,1920,yuv420p,30.0,240,8,1880575
0_00_08_25651844005-yase,61.2013,1920,1080,yuv420p,25.0,200,8,8586984
0_00_08_25664495045-yase,36.883,1280,720,yuv420p,30.0,240,8,1215508
0_00_08_25670648076-yase,46.9332,1440,1080,yuv420p,24.0,192,8,2265101
0_00_08_25677599449-yase,41.8726,1264,720,yuv420p,30.0,239,8,1421445
0_00_08_25681790286-yase,56.3773,1088,1920,yuv420p,22.0,176,8,4177686
0_00_08_25682185836-yase,44.0809,1280,720,yuv420p,25.0,200,8,1580197
0_00_08_25696731447-yase,60.9284,1920,1080,yuv420p,30.0,240,8,6393462
0_00_08_25699485510-yase,-3.48161,1920,1080,yuv420p,30.0,240,8,8455866
0_00_08_25708069860-yase,44.2406,1920,1080,yuv420p,30.0,240,8,4197313
0_00_08_25716852747-yase,51.1328,1920,1080,yuv420p,60.0,480,8,3796666
0_00_08_25740970501-yase,35.0887,920,630,yuv420p,59.94005994005994,480,8,1340099
0_00_08_25742804466-yase,32.9451,1920,1080,yuv420p,50.0,400,8,6135339
0_00_08_25754667228-yase,58.2415,720,1280,yuv420p,30.0,240,8,2464364
0_00_08_25770790480-yase,62.4487,1080,1440,yuv420p,30.0,240,8,390453
0_00_08_25779768473-yase,56.3532,1080,1920,yuv420p,30.0,240,8,6189235
0_00_08_25807358493-yase,58.4684,1080,1920,yuv420p,30.0,240,8,1667287
0_00_08_25820465488-yase,34.5737,1080,1440,yuv420p,30.0,240,8,3525412
0_00_08_25830230660-yase,50.6219,704,566,yuvj420p,30.0,240,8,219063
0_00_08_25847795520-yase,69.8002,1920,1080,yuv420p,12.0,96,8,1239074
0_00_08_25854938214-yase,60.4307,1920,1080,yuv420p,30.0,240,8,1995982
0_00_08_25855264602-yase,42.4249,1080,1920,yuv420p,30.0,240,8,3320842
0_00_08_25862734443-yase,48.2837,1920,1080,yuv420p,30.0,240,8,758114
0_00_08_25876368761-yase,38.2353,1920,1080,yuv420p,30.0,240,8,3405699
0_00_08_25902448826-yase,67.216,1280,720,yuv420p,24.0,192,8,714787
0_00_08_25915690243-yase,66.0619,1080,1920,yuv420p,29.97002997002997,240,8,811701
0_00_08_25919622919-yase,41.5326,720,1280,yuv420p,24.0,192,8,1872711
0_01_00_1411519387,37.5073,1440,1080,yuv420p,30.0,240,8,5667152
0_01_00_1468614715,56.1862,1728,1080,yuv420p,60.0,480,8,11804144
0_01_00_1479008916,54.0899,1440,1080,yuv420p,42.0,336,8,22469963
0_01_00_1507983200,46.7453,1760,1200,yuv420p,59.94005994005994,482,8,11967250
0_01_00_1522132626,63.6366,1920,1080,yuv420p,60.0,481,8,17122029
0_01_00_1522352463,59.8155,1280,720,yuv420p,27.0,216,8,984478
0_01_00_1523100673,52.7505,1920,1080,yuv420p,30.0,241,8,12445832
0_01_00_1523229437,55.9936,1920,1080,yuv420p,60.0,481,8,19972651
0_01_00_1523442867,53.4155,1920,1080,yuv420p,30.0,241,8,10690542
0_01_00_1525536852,39.2208,1920,1080,yuv420p,30.0,240,8,20080511
0_01_00_1525706124,62.131,1920,1080,yuv420p,60.0,480,8,18687456
0_01_00_1525932879,49.6721,1414,1080,yuv420p,60.0,481,8,3018635
0_01_00_1525980121,61.8593,2850,2160,yuv420p,60.0,411,8,52893528
0_01_00_1526150605,54.198,1920,1080,yuv420p,60.0,481,8,16290244
0_01_00_1526422470,54.3759,1920,1080,yuv420p,60.0,480,0,17723832
0_01_00_1526464606,52.0268,2560,1440,yuv420p,60.0,481,8,11332753
0_01_00_1527121411,57.2045,1440,1080,yuv420p,60.0,481,8,18038489
0_01_00_1531234424,38.4841,1924,1080,yuv420p,30.0,241,8,8592643
0_01_00_1531413704,59.9727,1920,886,yuv420p,60.0,480,8,22553458
0_01_00_1531518798,43.752,2560,1440,yuv420p,59.94005994005994,480,8,19096115
0_01_00_1532325496,65.7001,2560,1440,yuv420p,60.0,480,8,17562541
0_01_00_1533658810,65.0457,2560,1080,yuv420p,24.0,192,8,52129681
0_01_00_1534601997,69.9748,1920,1080,yuv420p,60.0,480,8,52210369
0_01_00_1536112558,65.8483,3840,2160,yuv420p,30.0,241,8,19505252
0_01_00_1536158608,49.9344,1920,1080,yuv420p,60.0,481,8,5984747
0_01_00_1536987014,56.1562,1920,1080,yuv420p,60.0,480,0,6015310
0_01_00_1537332653,56.0936,1920,1080,yuv420p,60.0,481,8,12330871
0_01_00_1538107921,60.5197,1920,1080,yuv420p,60.0,481,0,10648522
0_01_00_1538131157,59.5252,1920,1080,yuv420p,60.0,480,8,10525482
0_01_00_1538168954,61.2,1920,1080,yuv420p,60.0,481,8,14733682
0_01_00_1539783330,56.7809,1920,1080,yuv420p,60.0,481,8,2096716
0_01_00_1540385580,62.137,1920,888,yuv420p,30.0,240,0,12447303
0_01_00_1540984845,61.3673,1920,1080,yuv420p,60.0,480,8,23706662
0_01_00_1542606402,49.0643,1920,1080,yuv420p,30.0,240,8,15416723
0_01_00_1543273791,62.4926,1600,1920,yuv420p,60.0,481,8,19447776
0_01_00_1543448555,65.9955,3840,2160,yuv420p,60.0,481,8,8209685
0_01_00_1543692720,69.3934,3840,2160,yuv420p,60.0,481,8,52788231
0_01_00_1544079749,67.3063,2560,1080,yuv420p,30.0,240,8,29937921
0_01_00_1544585491,57.9066,1920,1080,yuv420p,60.0,480,8,23631178
0_01_00_1544620575,15.5373,2560,1440,yuv420p,24.0,192,8,54913071
0_01_00_1546232501,54.6503,2048,1152,yuv420p,24.0,193,8,19919906
0_01_00_500001545121183,42.9609,1920,1080,yuv420p,30.0,241,8,9413301
0_01_05_1589168145-yase,51.4361,1918,1080,yuv420p,60.0,480,8,8409182
0_01_05_1598572269-yase,43.5906,1288,1080,yuv420p,30.0,240,8,2225199
0_01_05_1601975071-yase,58.796,1918,1080,yuv420p,30.0,240,8,866213
0_01_05_1602136116-yase,47.8605,1920,1080,yuv420p,60.0,480,8,2725949
0_01_05_1603551922-yase,56.1811,1920,1080,yuv420p,30.0,240,8,4575032
0_01_05_1604096379-yase,57.6225,1920,1080,yuv420p,30.0,240,8,2487098
0_01_05_1605470037-yase,59.326,1920,1080,yuv420p,60.0,480,8,4252496
0_01_05_1606877577-yase,49.5659,1920,1080,yuv420p,30.0,240,8,4759828
0_01_05_1607482679-yase,44.6417,1920,1080,yuv420p,60.0,480,8,3773736
0_01_05_1611506545-yase,60.235,1280,720,yuv420p,30.0,240,8,232377
0_01_05_1615493008-yase,59.3057,1920,1080,yuv420p,50.0,400,8,12925141
0_01_05_1619621138-yase,54.9876,1920,1080,yuv420p,60.0,480,8,3105890
0_01_05_500001604146736-yase,10.2639,1280,720,yuv420p,25.0,200,8,1484886
0_01_05_500001609283374-yase,55.6827,1920,1080,yuv420p,30.0,240,8,6619051
0_01_05_500001611085311-yase,50.5397,1584,720,yuv420p,34.12800599653483,274,8,4013812
0_01_05_500001612477830-yase,48.6999,1440,720,yuv420p,30.0,240,8,2658714
0_01_05_500001619631093-yase,55.7718,1080,1920,yuv420p,30.0,240,8,1447919
0_01_06_1601104794-yase,57.1941,1440,720,yuv420p,30.0,240,8,2387139
0_01_06_1601210722-yase,39.2394,2092,1440,yuv420p,30.0,240,8,3314843
0_01_06_1601615096-yase,56.9971,1920,1080,yuv420p,60.0,480,8,1515963
0_01_06_1602988791-yase,52.7244,1728,1080,yuvj420p,30.0,240,8,3350437
0_01_06_1604248056-yase,57.044,1920,1080,yuv420p,30.0,240,8,2428525
0_01_06_1604248872-yase,37.7728,960,480,yuv420p,30.0,240,8,589720
0_01_06_1605701907-yase,54.6674,1920,1080,yuv420p,60.0,480,8,7183039
0_01_06_1606311967-yase,55.1159,2560,1440,yuv420p,30.0,240,8,4471523
0_01_06_1607143014-yase,54.4814,1920,1080,yuv420p,29.97002997002997,240,8,3593298
0_01_06_1608009929-yase,58.9567,1920,1080,yuv420p,60.0,480,8,7329410
0_01_06_1608081159-yase,52.7915,3840,2160,yuv420p,60.0,480,8,32487678
0_01_06_1608137738-yase,65.5999,1920,1080,yuv420p,60.0,480,8,8638217
0_01_06_1609583538-yase,52.5751,1280,720,yuv420p,30.0,240,8,569267
0_01_06_1609674901-yase,63.1356,1080,2400,yuv420p,30.0,240,8,2495105
0_01_06_1610537935-yase,52.2158,1268,720,yuv420p,30.0,240,8,3398444
0_01_06_1610753585-yase,65.3154,1920,1080,yuv420p,60.0,480,8,2442317
0_01_06_1611827399-yase,61.2991,1440,720,yuv420p,30.0,240,8,2206165
0_01_06_1612052525-yase,63.2324,3840,2160,yuv420p,60.0,480,8,4722522
0_01_06_1612469938-yase,61.8016,1920,1080,yuv420p,60.0,480,8,7621627
0_01_06_1613486404-yase,63.8766,1920,1080,yuv420p,60.0,480,8,2888275
0_01_06_1618616317-yase,47.9655,1920,1080,yuv420p,59.999999658800114,480,8,12388595
0_01_06_500001603051070-yase,63.3597,1272,824,yuv420p,30.0,240,8,3015769
0_01_06_500001603167218-yase,24.5446,440,228,yuv420p,30.0,240,8,373894
0_01_06_500001605155700-yase,61.5189,1920,1080,yuv420p,30.0,240,8,287108
0_01_06_500001607324066-yase,61.5455,2544,1440,yuv420p,24.0,192,8,93064
0_01_06_500001608216293-yase,64.7187,1920,1080,yuvj420p,31.0,248,8,1416196
0_01_06_500001608227603-yase,60.3644,1080,1920,yuv420p,30.0,240,8,5692622
0_01_06_500001609654378-yase,46.5948,1918,1080,yuv420p,30.0,240,8,4314400
0_01_06_500001612355225-yase,44.1494,2160,1080,yuv420p,30.0,240,8,3878447
0_01_06_500001612464428-yase,60.9294,1440,720,yuv420p,30.0,240,8,204010
0_01_06_500001614627688-yase,41.0762,1920,1080,yuv420p,30.000000487012993,240,8,1971793
0_01_06_500001614690222-yase,31.1988,1280,720,yuv420p,30.0,240,8,2992913
0_01_06_500001615675717-yase,16.6202,854,480,yuv420p,24.0,192,8,396003
0_01_06_500001616340447-yase,46.1457,1920,1080,yuv420p,29.75,238,8,8391880
0_01_06_500001621202407-yase,64.4295,1920,1080,yuv420p,30.0,240,8,4935469
0_01_07_1602357166-yase,57.7284,1920,1080,yuv420p,30.0,240,8,320837
0_01_07_1602865873-yase,56.4721,2400,1080,yuv420p,60.0,480,8,7981223
0_01_07_1605245901-yase,60.5765,2376,1080,yuv420p,30.0,240,8,601990
0_01_07_1605319148-yase,55.3068,1920,1080,yuv420p,59.94005994005994,480,8,2735304
0_01_07_1607532523-yase,56.5363,1920,1080,yuv420p,60.0,480,8,3532750
0_01_07_1608351296-yase,59.6697,1080,2408,yuv420p,30.0,240,8,1012962
0_01_07_1608578349-yase,64.4945,1080,1920,yuv420p,30.0,240,8,3454430
0_01_07_1609273431-yase,51.6027,2160,1080,yuv420p,30.0,240,8,4879126
0_01_07_1610956385-yase,64.4948,1920,1080,yuv420p,30.0,240,8,1273442
0_01_07_1612516232-yase,53.2963,854,480,yuv420p,25.0,200,8,747368
0_01_07_1615652014-yase,54.0773,2560,1440,yuv420p,60.0,480,8,5430154
0_01_07_500001602140378-yase,52.154,1280,576,yuv420p,30.0,240,8,1782274
0_01_07_500001603161930-yase,54.7774,2400,1080,yuv420p,64.46959191061742,516,8,6808622
0_01_07_500001605314582-yase,63.3715,576,1280,yuv420p,25.0,200,8,753557
0_01_07_500001606527878-yase,56.0518,1920,1080,yuv420p,30.0,240,8,5882803
0_01_07_500001607295410-yase,64.1649,3840,2160,yuv420p,60.0,480,8,20058481
0_01_07_500001607469313-yase,45.3495,1920,1080,yuv420p,59.94005994005994,480,8,2026452
0_01_07_500001608676991-yase,56.3201,1920,1080,yuv420p,30.0,240,8,5814279
0_01_07_500001610505355-yase,59.706,1920,1080,yuv420p,60.0,480,8,1496033
0_01_07_500001611429518-yase,49.3778,1920,1080,yuv420p,30.0,240,8,4286384
0_01_07_500001611657186-yase,48.1121,608,1080,yuv420p,30.0,240,8,1124412
0_01_07_500001613491101-yase,54.6081,2400,1080,yuv420p,30.0,240,8,8278134
0_01_07_500001613590872-yase,57.581,2160,1080,yuv420p,30.0,240,8,4764560
0_01_07_500001615370849-yase,59.5875,1440,720,yuv420p,30.0,240,8,1820235
0_01_07_500001615513523-yase,60.9553,1280,626,yuv420p,49.95638960703712,400,8,5239243
0_01_07_500001617856057-yase,62.4307,1920,1080,yuv420p,60.0,480,8,859693
0_01_07_500001618830588-yase,49.456,2234,1080,yuv420p,30.0,240,8,5883188
0_01_08_25622483458-yase,61.4949,480,1080,yuv420p,60.0,480,8,1638837
0_01_08_25624844730-yase,-3.78055,1440,1080,yuv420p,30.0,240,8,9482526
0_01_08_25638607931-yase,58.1933,1920,1080,yuv420p,60.0,480,8,7697454
0_01_08_25645355535-yase,52.1194,1920,872,yuv420p,30.0,240,8,8903121
0_01_08_25650665456-yase,60.8525,1080,1920,yuv420p,60.0,480,8,3349782
0_01_08_25652364614-yase,61.3267,1920,1080,yuv420p,30.0,240,8,11768959
0_01_08_25656695995-yase,58.5869,2560,1440,yuv420p,60.0,480,8,15099085
0_01_08_25668949288-yase,48.7302,3840,2160,yuv420p,60.0,480,8,10007670
0_01_08_25670324885-yase,68.5498,1440,3200,yuv420p,61.740796834914846,494,8,2395285
0_01_08_25684806294-yase,51.0719,1280,720,yuv420p,30.0,240,8,2037312
0_01_08_25695029200-yase,65.0766,1920,1080,yuv420p,30.0,240,8,1267781
0_01_08_25696208231-yase,64.1967,1920,1080,yuv420p,60.0,369,8,1077713
0_01_08_25697388153-yase,62.8762,1440,720,yuv420p,30.0,240,8,328426
0_01_08_25697976922-yase,58.5295,1920,1080,yuv420p,50.0,400,8,651725
0_01_08_25705054813-yase,51.1094,1280,576,yuv420p,38.74445066461835,310,8,188923
0_01_08_25706235782-yase,50.6415,1920,1080,yuv420p,60.0,480,8,766249
0_01_08_25709774646-yase,62.9003,1920,1080,yuv420p,55.0,440,8,15190117
0_01_08_25710954129-yase,61.6609,1920,1080,yuv420p,30.0,240,8,1627590
0_01_08_25711740124-yase,46.008,1920,960,yuv420p,30.0,240,8,4077370
0_01_08_25712725177-yase,58.7284,1080,1920,yuv420p,30.0,240,8,3570359
0_01_08_25715016383-yase,42.3629,1920,1080,yuvj420p,60.0,480,8,10151853
0_01_08_25715082190-yase,55.7351,1920,1080,yuv420p,30.0,240,8,3671095
0_01_08_25715803729-yase,55.8348,1920,1080,yuv420p,29.97002997002997,240,8,3752016
0_01_08_25727077901-yase,33.9094,640,360,yuv420p,10.0,80,8,488088
0_01_08_25728124494-yase,48.9685,1280,720,yuv420p,30.0,240,8,1934661
0_01_08_25730551398-yase,42.4879,1440,720,yuv420p,30.0,240,8,1545032
0_01_08_25740969400-yase,61.4909,3840,2160,yuv420p,60.0,480,8,3996201
0_01_08_25741493039-yase,54.2203,1920,886,yuv420p,55.0,440,8,4656400
0_01_08_25751457132-yase,57.7638,1920,1080,yuv420p,60.0,480,8,4385231
0_01_08_25754536956-yase,48.9201,1920,1080,yuv420p,30.0,240,8,3482186
0_01_08_25765022729-yase,51.587,2560,1440,yuv420p,30.0,240,8,2471878
0_01_08_25772688605-yase,62.1919,1080,1920,yuv420p,60.0,480,8,3068837
0_01_08_25774984852-yase,40.4458,1280,720,yuv420p,20.0,160,8,1528365
0_01_08_25789858541-yase,46.9976,1280,720,yuv420p,30.0,240,8,1393639
0_01_08_25793530329-yase,64.8903,1920,1080,yuv420p,60.0,480,8,10533285
0_01_08_25810897348-yase,55.8254,2880,2160,yuv420p,60.0,480,8,24145993
0_01_08_25818039585-yase,58.6025,1920,1080,yuv420p,60.0,480,8,10834777
0_01_08_25830425367-yase,64.637,2560,1440,yuv420p,60.0,480,8,634510
0_01_08_25830622900-yase,50.6758,1920,1080,yuv420p,60.0,480,8,5345214
0_01_08_25848646627-yase,57.8357,1920,1080,yuvj420p,60.0,480,8,7894420
0_01_08_25866865693-yase,62.9967,2560,1440,yuv420p,60.0,480,8,10022034
0_01_08_25872762402-yase,53.4094,2016,1080,yuv420p,60.0,480,8,8023383
0_01_08_25902845512-yase,60.768,1920,888,yuv420p,30.0,240,8,3293112
0_01_08_25945048644-yase,55.0724,2346,1080,yuv420p,58.0,464,8,13348628
0_01_08_25956060874-yase,51.3627,1920,1080,yuv420p,30.0,240,8,165209
0_01_08_26006127839-yase,49.3983,1920,1080,yuv420p,59.94005994005994,480,8,6696793
0_02_00_1392314787,44.7826,1920,1080,yuv420p,30.0,242,8,1023199
0_02_00_1396673660,47.3163,1440,1080,yuv420p,30.0,240,8,3184416
0_02_00_1416692472,12.7468,3840,2160,yuv420p,60.0,481,8,17454923
0_02_00_1433983005,36.4368,1920,1080,yuv420p,25.0,200,8,5062146
0_02_00_1443312821,41.15,1000,750,yuv420p,23.976023976023978,192,0,13048219
0_02_00_1446641747,32.4857,1920,1080,yuv420p,27.0,218,8,4994013
0_02_00_1467641053,39.6745,1556,720,yuv420p,28.0,226,8,1334260
0_02_00_1494650129,36.0871,1920,1080,yuv420p,30.0,240,8,10475315
0_02_00_1494923012,44.462,1920,1080,yuv420p,30.0,240,8,12527815
